Landslide_ID,Latitude,Longitude,State,District,Date_Occurred,Landslide_Type,Area_sqm,Casualties,Damage_Level,Trigger,Validation_Status
LS_00190,29.534498,94.49317,Arunachal Pradesh,Idukki,2020-07-13,Debris slide,2054.1156216571467,0,Medium,Heavy Rainfall,Satellite Identified
LS_00191,15.219726,75.596009,Sikkim,Pathanamthitta,2002-06-22,Rock fall,1296.7997284335336,10,High,Heavy Rainfall,Field Verified
LS_00192,32.761598,75.516167,Jammu & Kashmir,Pithoragarh,2016-05-23,Topple,155.6605826180974,0,Low,Human Activity,Satellite Identified
LS_00193,17.655185,74.127467,Arunachal Pradesh,South Garo Hills,2013-03-09,Complex landslide,2122.742663447413,0,High,Heavy Rainfall,Satellite Identified
LS_00194,32.050728,83.210924,Sikkim,Kozhikode,2012-09-27,Earth slide,6459.607837444352,0,Medium,Human Activity,Satellite Identified
LS_00195,11.598761,74.961752,Uttarakhand,Udupi,2022-04-09,Debris slide,12172.779697617994,0,Medium,Heavy Rainfall,Satellite Identified
LS_00196,28.920974,89.032324,Kerala,Pithoragarh,2010-11-22,Complex landslide,11986.266031446225,0,Low,Snowmelt,Field Verified
LS_00197,33.980696,84.337835,Meghalaya,Shimla,2002-07-05,Debris flow,1419.9848499718523,0,Low,Heavy Rainfall,Satellite Identified
LS_00198,32.150656,77.434001,Tamil Nadu,Tehri Garhwal,2000-01-24,Debris flow,2480.354531817368,2,Low,Heavy Rainfall,Satellite Identified
LS_00199,18.055151,72.654368,Assam,Uttarkashi,2014-10-25,Rock slide,17503.052272122,0,Low,Heavy Rainfall,Field Verified
LS_00200,14.757061,73.685016,Jammu & Kashmir,Shimla,2006-01-29,Debris slide,8827.049420610787,0,Low,Heavy Rainfall,Satellite Identified
LS_00201,10.171545,72.838096,Meghalaya,Dakshina Kannada,2008-10-20,Earth flow,186.8036400474137,0,Medium,Heavy Rainfall,Satellite Identified
LS_00202,33.639691,86.292442,Karnataka,Pathanamthitta,2018-09-08,Debris flow,10135.053132645013,0,Low,Heavy Rainfall,Field Verified
LS_00203,31.718187,93.66872,Karnataka,West Garo Hills,2018-11-14,Earth flow,200.69208204691117,0,Low,Human Activity,Satellite Identified
LS_00204,31.550644,74.87303,Tamil Nadu,Dakshina Kannada,2017-10-25,Debris flow,802.8582566820946,3,High,Heavy Rainfall,Report Based
LS_00205,16.308559,76.339591,Meghalaya,Kullu,2009-03-21,Rock slide,3032.4613454600476,0,Low,Heavy Rainfall,Field Verified
LS_00206,8.389657,73.53965,Himachal Pradesh,Lahaul Spiti,2019-09-04,Complex landslide,6098.491737704197,0,Medium,Snowmelt,Field Verified
LS_00207,16.743828,74.218751,Karnataka,Rudraprayag,2011-04-10,Complex landslide,10130.158110967583,0,Medium,Earthquake,Report Based
LS_00208,16.882224,74.485874,Arunachal Pradesh,West Garo Hills,1998-05-13,Rock fall,4809.674277754708,0,Low,Heavy Rainfall,Report Based
LS_00209,16.963848,75.382567,Kerala,Udupi,2010-11-03,Earth slide,1214.6599900901197,0,Low,Heavy Rainfall,Field Verified
LS_00210,32.604917,94.987688,Arunachal Pradesh,Mandi,2006-07-13,Earth flow,247.06499447150344,3,Low,Human Activity,Satellite Identified
LS_00211,31.969114,89.507433,Karnataka,Pathanamthitta,1999-10-08,Rock fall,10539.845504791698,0,Low,Heavy Rainfall,Satellite Identified
LS_00212,17.909707,75.989068,Himachal Pradesh,Kullu,2003-11-24,Earth slide,2859.8124837094324,0,Low,Heavy Rainfall,Field Verified
LS_00213,12.219616,73.832308,Kerala,Uttarkashi,2005-11-17,Earth slide,2522.335175943337,0,Low,Heavy Rainfall,Field Verified
LS_00214,12.852273,73.136348,Karnataka,Kodagu,2005-05-19,Debris flow,380.0654412769361,0,Medium,Heavy Rainfall,Satellite Identified
LS_00215,12.937215,76.316668,Meghalaya,Pithoragarh,2003-03-02,Earth flow,3660.290274007968,0,Low,Heavy Rainfall,Satellite Identified
LS_00216,30.791759,86.18362,Sikkim,Wayanad,2015-10-30,Debris slide,3813.5855217643443,0,Medium,Earthquake,Satellite Identified
LS_00217,20.421808,72.091163,Karnataka,Hassan,1998-08-17,Debris slide,1089.3995535625647,0,Medium,Human Activity,Field Verified
LS_00218,20.051449,72.301337,Karnataka,Dakshina Kannada,2014-07-14,Complex landslide,13623.64461500059,0,Low,Heavy Rainfall,Field Verified
LS_00219,11.703348,73.53645,Kerala,Kodagu,2002-11-11,Rock fall,8123.415099827117,0,Low,Heavy Rainfall,Satellite Identified
LS_00220,11.544112,74.067746,Himachal Pradesh,East Khasi Hills,2007-12-06,Topple,649.8947976070027,0,Medium,Heavy Rainfall,Satellite Identified
LS_00221,17.217601,72.534385,Himachal Pradesh,Uttarkashi,2016-04-25,Rock fall,4188.694362840734,0,High,Heavy Rainfall,Satellite Identified
LS_00222,31.851586,74.911663,Meghalaya,Chamoli,2011-08-27,Debris slide,5014.029917871761,2,Medium,Earthquake,Satellite Identified
LS_00223,29.596558,78.452942,Jammu & Kashmir,Kozhikode,2022-02-11,Topple,4720.635323547652,0,Medium,Human Activity,Satellite Identified
LS_00224,11.079317,75.902628,Assam,Dakshina Kannada,2022-03-26,Earth flow,1606.5806136708288,0,Low,Heavy Rainfall,Field Verified
LS_00225,16.110171,74.258838,Meghalaya,Udupi,2002-06-11,Complex landslide,4416.800520333024,0,Medium,Human Activity,Field Verified
LS_00226,9.244289,72.118193,Tamil Nadu,Kinnaur,1999-06-21,Topple,5135.713440247937,0,Low,Heavy Rainfall,Satellite Identified
LS_00227,15.728192,74.483834,Tamil Nadu,Chamoli,2008-08-04,Earth slide,22025.665816906632,0,Medium,Heavy Rainfall,Satellite Identified
LS_00228,17.328771,75.462181,Assam,Mandi,2000-09-19,Rock slide,23696.934039321848,0,Low,Heavy Rainfall,Satellite Identified
LS_00229,29.919125,75.667807,Himachal Pradesh,West Garo Hills,2018-05-26,Rock slide,447.7543553195397,0,Low,Heavy Rainfall,Field Verified
LS_00230,30.484974,75.457901,Tamil Nadu,Lahaul Spiti,2000-04-08,Earth flow,3660.061610127674,0,Medium,Heavy Rainfall,Satellite Identified
LS_00231,34.160554,87.668425,Sikkim,Kinnaur,2001-01-29,Rock slide,3806.6781628736585,0,Low,Heavy Rainfall,Report Based
LS_00232,32.632874,85.713452,Jammu & Kashmir,Udupi,2012-09-27,Rock fall,6558.727620964057,0,Low,Heavy Rainfall,Report Based
LS_00233,10.278938,75.450024,Jammu & Kashmir,Hassan,2004-06-28,Debris flow,1121.5567187112897,0,Low,Heavy Rainfall,Satellite Identified
LS_00234,30.433001,87.963146,Uttarakhand,Uttarkashi,2002-12-07,Rock fall,7934.713214581751,1,Low,Heavy Rainfall,Field Verified
LS_00235,20.902286,76.635005,Arunachal Pradesh,Idukki,2008-09-03,Rock fall,3882.1779939956136,0,Low,Heavy Rainfall,Field Verified
LS_00236,33.286893,76.681983,Uttarakhand,Uttarkashi,2009-11-26,Complex landslide,8745.443674676697,0,Medium,Heavy Rainfall,Satellite Identified
LS_00237,29.841788,81.562865,Meghalaya,Pathanamthitta,2000-11-07,Earth slide,458.6182028618881,1,Low,Heavy Rainfall,Satellite Identified
LS_00238,31.130418,86.612481,Sikkim,Lahaul Spiti,2018-04-11,Rock fall,3625.041260227198,1,Low,Snowmelt,Satellite Identified
LS_00239,10.710637,76.652976,Uttarakhand,Tehri Garhwal,2018-07-19,Topple,618.5638975497147,0,Low,Human Activity,Satellite Identified
LS_00240,18.47703,75.950152,Himachal Pradesh,Kodagu,2017-02-14,Topple,1816.9093479589337,0,Low,Heavy Rainfall,Satellite Identified
LS_00241,30.422698,94.487814,Tamil Nadu,Udupi,2001-08-16,Earth flow,5121.775572680622,0,Low,Human Activity,Report Based
LS_00242,31.409433,86.731312,Karnataka,Udupi,2003-08-30,Earth slide,7236.803671659189,0,Low,Heavy Rainfall,Field Verified
LS_00243,12.777947,72.340862,Karnataka,Pathanamthitta,2021-10-19,Complex landslide,130.75439984406324,0,High,Heavy Rainfall,Report Based
LS_00244,31.027485,80.548139,Sikkim,Kinnaur,2003-02-18,Complex landslide,3527.5348738864986,0,Low,Heavy Rainfall,Field Verified
LS_00245,16.054643,75.251005,Assam,Idukki,2008-04-01,Topple,824.5197577722321,0,Medium,Heavy Rainfall,Field Verified
LS_00246,20.933262,72.288903,Himachal Pradesh,Idukki,2016-08-29,Complex landslide,5937.795067500756,3,Low,Heavy Rainfall,Field Verified
LS_00247,11.942577,72.505229,Tamil Nadu,Uttarkashi,2009-06-08,Topple,5890.897349640917,0,Low,Snowmelt,Satellite Identified
LS_00248,32.306536,80.431326,Himachal Pradesh,Pithoragarh,2002-02-03,Complex landslide,4889.445714095118,0,Low,Heavy Rainfall,Satellite Identified
LS_00249,31.148493,78.087073,Jammu & Kashmir,Hassan,2014-09-19,Rock fall,2292.4259169146762,0,Medium,Heavy Rainfall,Satellite Identified
LS_00250,8.143406,74.08077,Assam,Wayanad,2003-06-26,Complex landslide,3282.5736051908034,0,Low,Earthquake,Field Verified
LS_00251,31.747171,78.519239,Arunachal Pradesh,Kullu,2010-11-26,Earth slide,60.9741512438881,0,High,Earthquake,Report Based
LS_00252,31.414978,76.30446,Kerala,Uttarkashi,2020-10-05,Topple,3969.917385008472,0,Medium,Heavy Rainfall,Satellite Identified
LS_00253,29.050341,80.818194,Tamil Nadu,Hassan,2002-11-09,Earth slide,6684.799390123954,0,Low,Heavy Rainfall,Satellite Identified
LS_00254,33.495116,92.733778,Arunachal Pradesh,Lahaul Spiti,2010-07-01,Complex landslide,15542.790315111499,0,Low,Heavy Rainfall,Satellite Identified
LS_00255,29.782694,91.658303,Uttarakhand,Shimla,2009-12-30,Debris flow,195.92058371878028,1,Low,Heavy Rainfall,Satellite Identified
LS_00256,19.636531,75.183348,Tamil Nadu,Rudraprayag,2013-03-30,Earth flow,4758.72932055436,0,Low,Heavy Rainfall,Satellite Identified
LS_00257,31.585553,88.284783,Himachal Pradesh,Uttarkashi,2015-12-24,Rock fall,212.83059708177177,0,Medium,Heavy Rainfall,Field Verified
LS_00258,28.084759,94.086529,Kerala,Kozhikode,2021-10-18,Complex landslide,6687.680215078304,0,Low,Heavy Rainfall,Satellite Identified
LS_00259,16.597818,72.925978,Jammu & Kashmir,Wayanad,2013-04-17,Debris flow,956.4644072751096,0,Medium,Earthquake,Field Verified
LS_00260,8.272284,72.410858,Uttarakhand,Uttarkashi,2001-10-23,Earth flow,17188.275014186715,0,Medium,Heavy Rainfall,Satellite Identified
LS_00261,29.439811,76.549115,Karnataka,Pathanamthitta,2001-08-29,Complex landslide,4772.728142397403,0,Medium,Heavy Rainfall,Field Verified
LS_00262,20.590354,75.993571,Assam,Mandi,2017-10-30,Rock slide,1732.3646431882362,3,Medium,Heavy Rainfall,Satellite Identified
LS_00263,33.682389,87.786051,Assam,Chamoli,2013-06-26,Debris flow,685.3783099019248,0,High,Heavy Rainfall,Satellite Identified
LS_00264,13.616999,74.197025,Karnataka,Tehri Garhwal,2021-08-21,Rock slide,4745.87240276116,2,Low,Heavy Rainfall,Field Verified
LS_00265,19.530024,75.229054,Uttarakhand,Kinnaur,2000-06-16,Debris flow,1683.708889395092,0,Medium,Earthquake,Report Based
LS_00266,29.765687,89.855881,Karnataka,Kullu,2004-02-27,Earth slide,3085.928539260571,0,Medium,Earthquake,Satellite Identified
LS_00267,29.242001,85.445565,Meghalaya,Malappuram,1998-05-07,Earth flow,20889.632975084725,1,Low,Heavy Rainfall,Field Verified
LS_00268,33.081859,91.173492,Sikkim,South Garo Hills,2015-01-21,Rock slide,1200.8850417502645,0,Medium,Heavy Rainfall,Satellite Identified
LS_00269,15.67452,74.541803,Assam,Tehri Garhwal,2001-03-26,Complex landslide,1765.8942500081025,0,Medium,Human Activity,Satellite Identified
LS_00270,33.327851,77.361504,Himachal Pradesh,Idukki,2018-08-16,Complex landslide,3095.3725933318797,0,Low,Heavy Rainfall,Report Based
LS_00271,9.289315,74.007472,Karnataka,Chamoli,2016-09-26,Complex landslide,8048.964094508741,0,Low,Heavy Rainfall,Satellite Identified
LS_00272,29.316173,81.463076,Jammu & Kashmir,Udupi,2012-07-27,Topple,7657.566874469938,0,Low,Earthquake,Field Verified
LS_00273,17.694539,73.012403,Assam,Chamoli,2001-12-14,Rock slide,15859.183597798929,0,Low,Heavy Rainfall,Satellite Identified
LS_00274,19.39646,76.981672,Sikkim,Pithoragarh,2015-12-18,Complex landslide,2296.7788413439007,0,Medium,Human Activity,Satellite Identified
LS_00275,13.089834,74.063109,Kerala,Idukki,2013-03-25,Earth flow,5947.361343779222,0,Medium,Heavy Rainfall,Satellite Identified
LS_00276,28.650934,86.352248,Himachal Pradesh,Chikmagalur,2020-11-24,Rock slide,3278.995809468057,0,Low,Heavy Rainfall,Satellite Identified
LS_00277,15.288581,75.017438,Jammu & Kashmir,Lahaul Spiti,2013-10-01,Debris slide,5642.28528911877,0,Low,Earthquake,Satellite Identified
LS_00278,28.539408,75.22957,Kerala,Shimla,2009-06-25,Earth flow,2034.1175418012745,0,Medium,Earthquake,Satellite Identified
LS_00279,31.081393,77.096503,Meghalaya,Pathanamthitta,2005-12-12,Topple,1988.9190766618265,0,Low,Heavy Rainfall,Satellite Identified
LS_00280,17.56362,76.991738,Jammu & Kashmir,Pathanamthitta,2012-03-07,Debris slide,13523.778022021577,0,Low,Heavy Rainfall,Satellite Identified
LS_00281,9.53837,74.049524,Karnataka,Mandi,2017-11-02,Rock fall,9156.732559190154,0,Low,Heavy Rainfall,Field Verified
LS_00282,12.709061,73.672556,Himachal Pradesh,Kullu,2020-10-04,Topple,132.72977607334806,0,Medium,Heavy Rainfall,Satellite Identified
LS_00283,11.883432,76.703396,Uttarakhand,Wayanad,1999-09-09,Debris flow,1500.7760910029715,0,Medium,Earthquake,Field Verified
LS_00284,33.618503,83.621925,Arunachal Pradesh,Udupi,2002-01-19,Complex landslide,3298.260987768963,0,Low,Heavy Rainfall,Satellite Identified
LS_00285,13.679059,75.647541,Uttarakhand,Pathanamthitta,2022-11-12,Rock slide,7251.773494836926,0,Medium,Heavy Rainfall,Satellite Identified
LS_00286,16.540417,76.783073,Sikkim,Uttarkashi,2019-05-03,Rock fall,357.2545375426614,0,Low,Heavy Rainfall,Field Verified
LS_00287,19.78131,73.247731,Tamil Nadu,South Garo Hills,2002-08-23,Debris slide,1586.925878270974,0,Low,Earthquake,Field Verified
LS_00288,31.412998,74.705886,Kerala,South Garo Hills,1999-10-04,Topple,323.5097575531596,1,Low,Heavy Rainfall,Satellite Identified
LS_00289,12.515463,76.499167,Sikkim,Udupi,2021-07-05,Earth flow,110.32524677500764,0,High,Heavy Rainfall,Report Based
LS_00290,8.679352,74.093967,Karnataka,Kozhikode,2014-09-22,Complex landslide,1506.5917327534437,0,High,Heavy Rainfall,Satellite Identified
LS_00291,10.575269,74.826651,Tamil Nadu,Pithoragarh,2000-05-07,Earth slide,3117.4758408616094,3,Medium,Heavy Rainfall,Field Verified
LS_00292,29.058728,78.731656,Karnataka,Mandi,2015-05-05,Earth flow,1444.8589278068491,0,Low,Heavy Rainfall,Field Verified
LS_00293,19.181816,75.614072,Arunachal Pradesh,West Garo Hills,2001-08-28,Earth flow,350.33346359758156,0,Low,Heavy Rainfall,Satellite Identified
LS_00294,14.301052,72.828873,Assam,Uttarkashi,2011-12-01,Debris slide,14565.98463699748,0,Medium,Heavy Rainfall,Satellite Identified
LS_00295,16.462655,74.727159,Tamil Nadu,Uttarkashi,2014-11-24,Debris slide,321.48265013563275,0,Medium,Heavy Rainfall,Field Verified
LS_00296,18.221617,73.006819,Tamil Nadu,Rudraprayag,2020-10-23,Earth slide,1496.2154537418512,0,Low,Earthquake,Satellite Identified
LS_00297,10.663457,76.38915,Kerala,Idukki,2006-02-01,Topple,10583.925255399172,0,Low,Heavy Rainfall,Report Based
LS_00298,33.404087,74.570516,Jammu & Kashmir,Uttarkashi,2008-02-29,Debris slide,337.13793909555255,0,High,Heavy Rainfall,Satellite Identified
LS_00299,9.371158,75.283901,Sikkim,Hassan,2002-07-16,Rock fall,8632.757253150998,0,Medium,Snowmelt,Field Verified
LS_00300,14.803285,73.43569,Arunachal Pradesh,Kozhikode,2003-11-18,Earth flow,7871.66721608737,0,Medium,Earthquake,Satellite Identified
LS_00301,34.40563,85.193606,Arunachal Pradesh,Shimla,2006-02-10,Topple,859.6080579465919,0,Medium,Heavy Rainfall,Satellite Identified
LS_00302,34.343003,79.814994,Tamil Nadu,West Garo Hills,2016-06-06,Rock slide,20528.485611408694,0,Low,Heavy Rainfall,Satellite Identified
LS_00303,16.505803,72.760521,Meghalaya,Lahaul Spiti,2010-10-13,Rock slide,2901.9809744493596,0,Low,Human Activity,Satellite Identified
LS_00304,14.567688,76.835633,Kerala,Wayanad,2019-01-15,Topple,2704.371135146974,3,Medium,Heavy Rainfall,Field Verified
LS_00305,19.465061,74.137448,Assam,Chikmagalur,2010-08-22,Complex landslide,885.0787224134219,0,Low,Heavy Rainfall,Satellite Identified
LS_00306,34.231806,75.667538,Arunachal Pradesh,Uttarkashi,2006-12-16,Debris flow,6574.456468802963,0,Medium,Earthquake,Satellite Identified
LS_00307,32.9717,80.601352,Tamil Nadu,Hassan,2019-07-23,Debris slide,3185.421433947308,0,Low,Heavy Rainfall,Satellite Identified
LS_00308,33.797745,81.039369,Himachal Pradesh,Shimla,2010-10-15,Debris flow,954.359594706478,0,Medium,Heavy Rainfall,Field Verified
LS_00309,9.845636,73.739707,Jammu & Kashmir,Malappuram,2021-01-10,Debris slide,2992.3767396010608,0,Medium,Heavy Rainfall,Satellite Identified
LS_00310,33.890133,83.897031,Tamil Nadu,Rudraprayag,2018-03-28,Complex landslide,19341.212082974456,0,Low,Heavy Rainfall,Satellite Identified
LS_00311,32.80429,75.462464,Sikkim,Wayanad,2015-10-14,Rock slide,961.1409522956076,0,Low,Earthquake,Field Verified
LS_00312,16.357465,75.470753,Tamil Nadu,Lahaul Spiti,2001-08-30,Rock fall,3593.9124064427474,0,Low,Heavy Rainfall,Satellite Identified
LS_00313,16.491116,76.691524,Tamil Nadu,Uttarkashi,2002-06-12,Earth flow,10247.646330481997,0,Medium,Heavy Rainfall,Field Verified
LS_00314,34.350365,88.085379,Meghalaya,South Garo Hills,2010-11-14,Earth flow,4109.912439431902,0,Low,Heavy Rainfall,Satellite Identified
LS_00315,15.106427,73.902003,Arunachal Pradesh,Rudraprayag,2018-02-14,Debris slide,18818.085801761696,0,Low,Heavy Rainfall,Satellite Identified
LS_00316,34.426536,79.880784,Kerala,Uttarkashi,2009-06-25,Complex landslide,9771.686477564148,0,High,Earthquake,Satellite Identified
LS_00317,28.126046,94.219017,Kerala,Kullu,2010-12-04,Debris slide,6485.395260823416,0,Medium,Heavy Rainfall,Satellite Identified
LS_00318,28.788063,88.777406,Assam,East Khasi Hills,2008-09-11,Topple,3890.2418548362766,0,Low,Heavy Rainfall,Satellite Identified
LS_00319,30.108857,86.565507,Meghalaya,Udupi,2002-12-22,Rock fall,1763.6835997261835,0,Medium,Heavy Rainfall,Report Based
LS_00320,33.965847,88.023898,Karnataka,Malappuram,2004-06-10,Rock fall,4497.433200381701,0,Low,Heavy Rainfall,Field Verified
LS_00321,18.329518,72.173351,Arunachal Pradesh,Malappuram,2008-10-16,Earth flow,4371.029696097836,10,Medium,Heavy Rainfall,Field Verified
LS_00322,33.819615,86.578549,Tamil Nadu,Pithoragarh,2021-06-25,Rock fall,610.4596365140865,0,High,Heavy Rainfall,Satellite Identified
LS_00323,19.426726,74.858862,Uttarakhand,East Khasi Hills,2019-02-02,Complex landslide,3643.3158815578936,0,Low,Heavy Rainfall,Satellite Identified
LS_00324,15.825005,76.462616,Uttarakhand,Wayanad,2009-05-18,Debris slide,2929.36261960972,0,Medium,Heavy Rainfall,Satellite Identified
LS_00325,11.086635,74.561819,Himachal Pradesh,Dakshina Kannada,2008-10-25,Earth slide,550.3289673916541,0,Low,Heavy Rainfall,Report Based
LS_00326,32.204557,89.615472,Tamil Nadu,Hassan,1999-12-28,Earth slide,3528.7924442783865,0,Low,Heavy Rainfall,Satellite Identified
LS_00327,31.307453,74.958624,Meghalaya,East Khasi Hills,2018-11-04,Earth flow,754.254552689986,0,High,Heavy Rainfall,Satellite Identified
LS_00328,29.372684,86.826381,Meghalaya,Tehri Garhwal,2000-10-30,Debris flow,1647.2671395570603,0,Low,Heavy Rainfall,Field Verified
LS_00329,29.533482,74.771149,Kerala,Tehri Garhwal,1999-12-19,Earth slide,571.5900958138311,0,Medium,Heavy Rainfall,Satellite Identified
LS_00330,11.815355,76.658769,Assam,Hassan,2021-02-13,Topple,2529.3151328733416,0,Medium,Heavy Rainfall,Satellite Identified
LS_00331,14.596355,76.371113,Kerala,Kullu,1999-08-23,Earth slide,3401.614623279765,0,High,Heavy Rainfall,Field Verified
LS_00332,30.762033,82.858392,Karnataka,Chamoli,2012-11-21,Earth slide,2646.824387031414,1,Medium,Heavy Rainfall,Satellite Identified
LS_00333,18.709275,76.775303,Meghalaya,Kozhikode,2015-12-11,Earth slide,8607.389054325331,0,Medium,Heavy Rainfall,Field Verified
LS_00334,28.416673,86.679705,Meghalaya,Wayanad,2020-04-04,Debris flow,5801.213827223803,0,Low,Heavy Rainfall,Satellite Identified
LS_00335,28.847175,82.797904,Himachal Pradesh,Malappuram,2017-01-16,Earth flow,6955.088448640369,0,Low,Heavy Rainfall,Report Based
LS_00336,16.691444,75.39335,Himachal Pradesh,Pithoragarh,2012-05-29,Earth slide,2246.457986449028,0,Low,Heavy Rainfall,Report Based
LS_00337,15.963455,76.368493,Meghalaya,Udupi,2011-10-01,Complex landslide,6436.2839645358035,0,High,Heavy Rainfall,Satellite Identified
LS_00338,28.99496,74.245839,Tamil Nadu,Pathanamthitta,2017-11-29,Rock fall,2741.2034282186883,0,Low,Heavy Rainfall,Field Verified
LS_00339,9.599043,74.793212,Karnataka,East Khasi Hills,2017-07-06,Rock fall,2101.6300809552895,0,Medium,Earthquake,Satellite Identified
LS_00340,31.009518,88.132299,Tamil Nadu,Chikmagalur,2016-03-22,Earth flow,1610.5475999006462,0,Medium,Heavy Rainfall,Satellite Identified
LS_00341,33.756957,92.008809,Arunachal Pradesh,West Garo Hills,2004-05-28,Topple,12422.647754965885,0,Low,Heavy Rainfall,Satellite Identified
LS_00342,32.207519,88.817303,Himachal Pradesh,Lahaul Spiti,2003-08-31,Earth slide,5830.255353370436,0,Low,Heavy Rainfall,Field Verified
LS_00343,19.571261,73.729387,Arunachal Pradesh,Tehri Garhwal,2015-03-05,Earth flow,838.8975176259995,0,Medium,Heavy Rainfall,Satellite Identified
LS_00344,8.932255,74.048144,Tamil Nadu,Pathanamthitta,2014-08-22,Debris slide,1864.1486276414166,0,Medium,Heavy Rainfall,Field Verified
LS_00345,34.916252,83.534034,Tamil Nadu,Kozhikode,2021-10-01,Earth slide,5828.157192596624,0,Low,Heavy Rainfall,Satellite Identified
LS_00346,20.532226,73.921034,Himachal Pradesh,Rudraprayag,2009-03-13,Earth flow,198.8836038739157,0,Low,Heavy Rainfall,Field Verified
LS_00347,17.830777,74.292615,Assam,Hassan,2021-03-23,Debris slide,1707.135864146678,1,Low,Snowmelt,Satellite Identified
LS_00348,19.549248,75.014714,Meghalaya,Kinnaur,2009-09-04,Debris flow,8763.86775688192,3,Low,Snowmelt,Satellite Identified
LS_00349,13.011655,73.701936,Himachal Pradesh,Uttarkashi,2006-12-24,Debris slide,3897.9674844694014,0,Low,Heavy Rainfall,Satellite Identified
LS_00350,18.83745,74.202207,Meghalaya,Pithoragarh,2005-09-29,Earth slide,1800.0686241447333,0,Low,Heavy Rainfall,Satellite Identified
LS_00351,11.51322,76.832087,Sikkim,Hassan,2000-11-29,Debris flow,4078.934248270577,0,Low,Heavy Rainfall,Satellite Identified
LS_00352,16.141046,74.444489,Jammu & Kashmir,Wayanad,2005-01-24,Rock slide,2568.97347427876,5,Medium,Heavy Rainfall,Satellite Identified
LS_00353,32.344623,78.227554,Jammu & Kashmir,Lahaul Spiti,2007-01-06,Topple,2513.772608450984,0,Low,Heavy Rainfall,Field Verified
LS_00354,34.748202,93.098547,Sikkim,Dakshina Kannada,2014-03-10,Earth slide,6403.247667618975,0,Medium,Heavy Rainfall,Satellite Identified
LS_00355,9.622671,75.971053,Jammu & Kashmir,Udupi,2022-09-30,Debris slide,1613.2144989567132,0,High,Heavy Rainfall,Satellite Identified
LS_00356,34.866912,84.151556,Assam,South Garo Hills,2011-11-16,Topple,9958.894376326063,0,Low,Heavy Rainfall,Field Verified
LS_00357,17.903376,73.932703,Arunachal Pradesh,Pithoragarh,2016-05-14,Earth flow,3579.781328070311,0,Low,Human Activity,Report Based
LS_00358,13.298595,76.137595,Meghalaya,Pathanamthitta,2001-04-30,Earth slide,7230.8119825129315,0,High,Heavy Rainfall,Field Verified
LS_00359,33.977734,83.222146,Arunachal Pradesh,Shimla,2022-09-24,Earth flow,9385.569055162965,0,Low,Human Activity,Satellite Identified
LS_00360,14.635622,75.132963,Uttarakhand,Chamoli,2020-07-22,Earth flow,13044.369797823878,0,Low,Heavy Rainfall,Satellite Identified
LS_00361,17.002922,72.672176,Jammu & Kashmir,Idukki,2005-05-21,Rock slide,1779.0593565488703,0,Medium,Heavy Rainfall,Field Verified
LS_00362,20.446824,72.044316,Karnataka,Pithoragarh,2021-04-11,Debris flow,30644.114969520433,0,Medium,Heavy Rainfall,Field Verified
LS_00363,33.165087,91.517037,Karnataka,Uttarkashi,2022-09-16,Debris flow,6744.53301774047,0,Medium,Earthquake,Satellite Identified
LS_00364,33.362812,91.76435,Jammu & Kashmir,Dakshina Kannada,2020-07-18,Earth flow,4754.4641215646525,0,Low,Heavy Rainfall,Satellite Identified
LS_00365,30.849745,75.386207,Arunachal Pradesh,Tehri Garhwal,2013-02-22,Rock fall,2144.8499864969035,0,Medium,Human Activity,Field Verified
LS_00366,34.685806,84.974109,Arunachal Pradesh,Mandi,2000-01-15,Rock slide,1780.2733813930101,0,Low,Earthquake,Satellite Identified
LS_00367,8.652938,72.364509,Meghalaya,East Khasi Hills,1999-05-12,Debris flow,2578.1296560804385,0,Low,Heavy Rainfall,Satellite Identified
LS_00368,20.079965,74.025513,Kerala,West Garo Hills,2019-08-31,Complex landslide,11828.210341214452,0,Low,Heavy Rainfall,Satellite Identified
LS_00369,20.726754,75.017465,Himachal Pradesh,South Garo Hills,2018-05-06,Rock fall,2214.3871430334207,0,Low,Human Activity,Satellite Identified
LS_00370,31.145448,86.303161,Assam,Kodagu,2017-09-20,Topple,4901.265265759135,0,Medium,Heavy Rainfall,Satellite Identified
LS_00371,33.757744,90.883129,Arunachal Pradesh,Uttarkashi,2013-04-05,Earth slide,4020.404515374513,0,Low,Earthquake,Field Verified
LS_00372,14.45704,73.42137,Assam,Uttarkashi,2013-06-29,Earth slide,718.360974536481,0,Low,Heavy Rainfall,Satellite Identified
LS_00373,28.000943,84.733712,Kerala,Pathanamthitta,2012-04-25,Debris slide,239.92496180626088,0,Medium,Heavy Rainfall,Satellite Identified
LS_00374,8.049659,73.234119,Kerala,Uttarkashi,2018-03-03,Debris slide,6752.784231555521,0,Low,Heavy Rainfall,Field Verified
LS_00375,33.898983,80.580306,Assam,Udupi,2011-01-07,Complex landslide,7777.885788656753,0,Low,Human Activity,Satellite Identified
LS_00376,34.748549,75.87508,Tamil Nadu,Dakshina Kannada,2005-03-01,Earth slide,5808.068223299942,0,Low,Heavy Rainfall,Satellite Identified
LS_00377,28.030543,77.506015,Meghalaya,Chikmagalur,2005-02-23,Topple,6242.167656343331,0,High,Earthquake,Report Based
LS_00378,17.133027,73.490261,Meghalaya,Rudraprayag,2011-11-04,Debris slide,556.6968910601795,0,Medium,Heavy Rainfall,Satellite Identified
